pnr_id,passenger_id,flight_id,seat_class,ancillary_fee_paid
PNR011631,P011631,FL04588,FIRST,101
PNR011632,P011632,FL00553,FIRST,31
PNR011633,P011633,FL03335,BUSINESS,137
PNR011634,P011634,FL06817,FIRST,14
PNR011635,P011635,FL07599,ECONOMY,125
PNR011636,P011636,FL01289,FIRST,47
PNR011637,P011637,FL04612,BUSINESS,14
PNR011638,P011638,FL01542,BUSINESS,144
PNR011639,P011639,FL00890,BUSINESS,146
PNR011640,P011640,FL04930,BUSINESS,103
PNR011641,P011641,FL07758,ECONOMY,146
PNR011642,P011642,FL09402,FIRST,8
PNR011643,P011643,FL06078,ECONOMY,27
PNR011644,P011644,FL00780,ECONOMY,56
PNR011645,P011645,FL05519,FIRST,36
PNR011646,P011646,FL08044,FIRST,55
PNR011647,P011647,FL05766,FIRST,112
PNR011648,P011648,FL03588,ECONOMY,2
PNR011649,P011649,FL08823,BUSINESS,134
PNR011650,P011650,FL05316,ECONOMY,90
PNR011651,P011651,FL09373,BUSINESS,3
PNR011652,P011652,FL08709,FIRST,139
PNR011653,P011653,FL08861,ECONOMY,127
PNR011654,P011654,FL08090,ECONOMY,66
PNR011655,P011655,FL01516,BUSINESS,27
PNR011656,P011656,FL06019,ECONOMY,88
PNR011657,P011657,FL02933,BUSINESS,59
PNR011658,P011658,FL02685,ECONOMY,80
PNR011659,P011659,FL05329,FIRST,83
PNR011660,P011660,FL03220,BUSINESS,59
PNR011661,P011661,FL04236,FIRST,110
PNR011662,P011662,FL06431,BUSINESS,12
PNR011663,P011663,FL06814,BUSINESS,38
PNR011664,P011664,FL01447,FIRST,18
PNR011665,P011665,FL05369,ECONOMY,25
PNR011666,P011666,FL08576,BUSINESS,149
PNR011667,P011667,FL06506,ECONOMY,12
PNR011668,P011668,FL04500,ECONOMY,86
PNR011669,P011669,FL08420,ECONOMY,80
PNR011670,P011670,FL00909,ECONOMY,52
PNR011671,P011671,FL07529,ECONOMY,65
PNR011672,P011672,FL07222,FIRST,29
PNR011673,P011673,FL09268,ECONOMY,36
PNR011674,P011674,FL08054,FIRST,42
PNR011675,P011675,FL03844,BUSINESS,131
PNR011676,P011676,FL02436,FIRST,126
PNR011677,P011677,FL03516,BUSINESS,87
PNR011678,P011678,FL03033,ECONOMY,145
PNR011679,P011679,FL01940,FIRST,14
PNR011680,P011680,FL00029,ECONOMY,112
PNR011681,P011681,FL08653,ECONOMY,124
PNR011682,P011682,FL07403,ECONOMY,101
PNR011683,P011683,FL07360,ECONOMY,82
PNR011684,P011684,FL07499,BUSINESS,95
PNR011685,P011685,FL06693,FIRST,47
PNR011686,P011686,FL04967,FIRST,27
PNR011687,P011687,FL03672,BUSINESS,94
PNR011688,P011688,FL08540,BUSINESS,97
PNR011689,P011689,FL09415,FIRST,87
PNR011690,P011690,FL01442,FIRST,18
PNR011691,P011691,FL09638,ECONOMY,80
PNR011692,P011692,FL08149,ECONOMY,148
PNR011693,P011693,FL02574,FIRST,122
PNR011694,P011694,FL09223,BUSINESS,41
PNR011695,P011695,FL08784,ECONOMY,136
PNR011696,P011696,FL01840,BUSINESS,106
PNR011697,P011697,FL08485,BUSINESS,56
PNR011698,P011698,FL05197,ECONOMY,50
PNR011699,P011699,FL04492,BUSINESS,125
PNR011700,P011700,FL08587,FIRST,102
PNR011701,P011701,FL02441,ECONOMY,105
PNR011702,P011702,FL06108,FIRST,119
PNR011703,P011703,FL00361,BUSINESS,142
PNR011704,P011704,FL09822,ECONOMY,101
PNR011705,P011705,FL09393,FIRST,47
PNR011706,P011706,FL05592,ECONOMY,24
PNR011707,P011707,FL03600,FIRST,61
PNR011708,P011708,FL02851,BUSINESS,15
PNR011709,P011709,FL08636,BUSINESS,66
PNR011710,P011710,FL01654,ECONOMY,115
PNR011711,P011711,FL04668,ECONOMY,57
PNR011712,P011712,FL04949,FIRST,15
PNR011713,P011713,FL02680,ECONOMY,125
PNR011714,P011714,FL07282,BUSINESS,93
PNR011715,P011715,FL06832,FIRST,21
PNR011716,P011716,FL06164,BUSINESS,78
PNR011717,P011717,FL01215,BUSINESS,17
PNR011718,P011718,FL05652,FIRST,8
PNR011719,P011719,FL04161,ECONOMY,16
PNR011720,P011720,FL06926,ECONOMY,36
PNR011721,P011721,FL03992,ECONOMY,32
PNR011722,P011722,FL07866,FIRST,62
PNR011723,P011723,FL03371,BUSINESS,146
PNR011724,P011724,FL03383,ECONOMY,28
PNR011725,P011725,FL09306,BUSINESS,111
PNR011726,P011726,FL00657,FIRST,128
PNR011727,P011727,FL06966,FIRST,108
PNR011728,P011728,FL09838,ECONOMY,44
PNR011729,P011729,FL08778,ECONOMY,13
PNR011730,P011730,FL04170,FIRST,87
PNR011731,P011731,FL09086,FIRST,107
PNR011732,P011732,FL08432,BUSINESS,76
PNR011733,P011733,FL02493,BUSINESS,143
PNR011734,P011734,FL06876,BUSINESS,105
PNR011735,P011735,FL00836,FIRST,112
PNR011736,P011736,FL07719,ECONOMY,86
PNR011737,P011737,FL02585,BUSINESS,52
PNR011738,P011738,FL05660,ECONOMY,142
PNR011739,P011739,FL09682,FIRST,50
PNR011740,P011740,FL09411,FIRST,80
PNR011741,P011741,FL01090,BUSINESS,57
PNR011742,P011742,FL01291,ECONOMY,28
PNR011743,P011743,FL00576,ECONOMY,98
PNR011744,P011744,FL01752,FIRST,44
PNR011745,P011745,FL05627,FIRST,57
PNR011746,P011746,FL06584,BUSINESS,76
PNR011747,P011747,FL08302,FIRST,114
PNR011748,P011748,FL02914,FIRST,49
PNR011749,P011749,FL02729,ECONOMY,14
PNR011750,P011750,FL05786,ECONOMY,21
PNR011751,P011751,FL06437,BUSINESS,55
PNR011752,P011752,FL07959,ECONOMY,91
PNR011753,P011753,FL08106,BUSINESS,11
PNR011754,P011754,FL01392,ECONOMY,128
PNR011755,P011755,FL07555,BUSINESS,20
PNR011756,P011756,FL05685,FIRST,117
PNR011757,P011757,FL00967,ECONOMY,86
PNR011758,P011758,FL05166,BUSINESS,113
PNR011759,P011759,FL05299,ECONOMY,30
PNR011760,P011760,FL06445,FIRST,9
PNR011761,P011761,FL07535,BUSINESS,26
PNR011762,P011762,FL01832,FIRST,83
PNR011763,P011763,FL06375,FIRST,18
PNR011764,P011764,FL02903,ECONOMY,47
PNR011765,P011765,FL04866,ECONOMY,81
PNR011766,P011766,FL07296,FIRST,129
PNR011767,P011767,FL00503,FIRST,128
PNR011768,P011768,FL03963,BUSINESS,145
PNR011769,P011769,FL07187,FIRST,134
PNR011770,P011770,FL03140,ECONOMY,109
PNR011771,P011771,FL09736,FIRST,104
PNR011772,P011772,FL09187,BUSINESS,1
PNR011773,P011773,FL06402,FIRST,126
PNR011774,P011774,FL02068,FIRST,17
PNR011775,P011775,FL00247,ECONOMY,98
PNR011776,P011776,FL05748,BUSINESS,101
PNR011777,P011777,FL06638,ECONOMY,71
PNR011778,P011778,FL01666,FIRST,86
PNR011779,P011779,FL06929,FIRST,6
PNR011780,P011780,FL07022,FIRST,15
PNR011781,P011781,FL08207,BUSINESS,96
PNR011782,P011782,FL02797,ECONOMY,11
PNR011783,P011783,FL09223,BUSINESS,91
PNR011784,P011784,FL02519,FIRST,26
PNR011785,P011785,FL08176,FIRST,97
PNR011786,P011786,FL09960,BUSINESS,49
PNR011787,P011787,FL07040,ECONOMY,68
PNR011788,P011788,FL04677,ECONOMY,74
PNR011789,P011789,FL00200,BUSINESS,15
PNR011790,P011790,FL01035,FIRST,43
PNR011791,P011791,FL03382,ECONOMY,93
PNR011792,P011792,FL02883,ECONOMY,4
PNR011793,P011793,FL07441,BUSINESS,2
PNR011794,P011794,FL08705,ECONOMY,112
PNR011795,P011795,FL05171,ECONOMY,17
PNR011796,P011796,FL05964,FIRST,91
PNR011797,P011797,FL03726,FIRST,43
PNR011798,P011798,FL04935,FIRST,75
PNR011799,P011799,FL09714,ECONOMY,53
PNR011800,P011800,FL08198,FIRST,136
PNR011801,P011801,FL00787,BUSINESS,15
PNR011802,P011802,FL01409,ECONOMY,26
PNR011803,P011803,FL08049,BUSINESS,64
PNR011804,P011804,FL08187,FIRST,43
PNR011805,P011805,FL07542,FIRST,149
PNR011806,P011806,FL09949,FIRST,54
PNR011807,P011807,FL05711,FIRST,103
PNR011808,P011808,FL02068,BUSINESS,125
PNR011809,P011809,FL02839,FIRST,138
PNR011810,P011810,FL06448,ECONOMY,121
PNR011811,P011811,FL05822,BUSINESS,87
PNR011812,P011812,FL00091,ECONOMY,129
PNR011813,P011813,FL05055,BUSINESS,26
PNR011814,P011814,FL08160,ECONOMY,17
PNR011815,P011815,FL03523,FIRST,143
PNR011816,P011816,FL00703,FIRST,77
PNR011817,P011817,FL06849,ECONOMY,69
PNR011818,P011818,FL06866,FIRST,21
PNR011819,P011819,FL06162,FIRST,147
PNR011820,P011820,FL04433,BUSINESS,37
PNR011821,P011821,FL05940,BUSINESS,103
PNR011822,P011822,FL08136,ECONOMY,134
PNR011823,P011823,FL06067,ECONOMY,125
PNR011824,P011824,FL09914,ECONOMY,61
PNR011825,P011825,FL05975,FIRST,73
PNR011826,P011826,FL08376,ECONOMY,72
PNR011827,P011827,FL00098,FIRST,26
PNR011828,P011828,FL01648,BUSINESS,110
PNR011829,P011829,FL01044,ECONOMY,63
PNR011830,P011830,FL04848,FIRST,110
PNR011831,P011831,FL09156,FIRST,14
PNR011832,P011832,FL02839,ECONOMY,28
PNR011833,P011833,FL02864,ECONOMY,53
PNR011834,P011834,FL09636,BUSINESS,98
PNR011835,P011835,FL07171,BUSINESS,10
PNR011836,P011836,FL05712,FIRST,100
PNR011837,P011837,FL07988,BUSINESS,53
PNR011838,P011838,FL02427,FIRST,48
PNR011839,P011839,FL08124,BUSINESS,30
PNR011840,P011840,FL06351,FIRST,96
PNR011841,P011841,FL09875,BUSINESS,132
PNR011842,P011842,FL07045,ECONOMY,91
PNR011843,P011843,FL03395,ECONOMY,41
PNR011844,P011844,FL06952,BUSINESS,59
PNR011845,P011845,FL04407,ECONOMY,75
PNR011846,P011846,FL09390,ECONOMY,149
PNR011847,P011847,FL06959,ECONOMY,69
PNR011848,P011848,FL09576,ECONOMY,30
PNR011849,P011849,FL01760,BUSINESS,138
PNR011850,P011850,FL03669,ECONOMY,45
PNR011851,P011851,FL00262,BUSINESS,91
PNR011852,P011852,FL03716,BUSINESS,35
PNR011853,P011853,FL01124,FIRST,35
PNR011854,P011854,FL03503,ECONOMY,137
PNR011855,P011855,FL07608,FIRST,22
PNR011856,P011856,FL02307,FIRST,13
PNR011857,P011857,FL03193,BUSINESS,97
PNR011858,P011858,FL09738,BUSINESS,81
PNR011859,P011859,FL09592,ECONOMY,60
PNR011860,P011860,FL01551,BUSINESS,41
PNR011861,P011861,FL00979,FIRST,18
PNR011862,P011862,FL08199,BUSINESS,63
PNR011863,P011863,FL04309,BUSINESS,36
PNR011864,P011864,FL07339,FIRST,21
PNR011865,P011865,FL04430,BUSINESS,67
PNR011866,P011866,FL03187,BUSINESS,143
PNR011867,P011867,FL09098,ECONOMY,50
PNR011868,P011868,FL05320,ECONOMY,17
PNR011869,P011869,FL06684,FIRST,26
PNR011870,P011870,FL02091,ECONOMY,63
PNR011871,P011871,FL03995,ECONOMY,37
PNR011872,P011872,FL07855,BUSINESS,97
PNR011873,P011873,FL00895,BUSINESS,27
PNR011874,P011874,FL01251,BUSINESS,77
PNR011875,P011875,FL08286,ECONOMY,45
PNR011876,P011876,FL08769,FIRST,148
PNR011877,P011877,FL05218,BUSINESS,94
PNR011878,P011878,FL09062,ECONOMY,68
PNR011879,P011879,FL05023,FIRST,51
PNR011880,P011880,FL04674,BUSINESS,46
PNR011881,P011881,FL01564,ECONOMY,122
PNR011882,P011882,FL04117,ECONOMY,122
PNR011883,P011883,FL04048,BUSINESS,75
PNR011884,P011884,FL08328,ECONOMY,129
PNR011885,P011885,FL07298,BUSINESS,27
PNR011886,P011886,FL01835,BUSINESS,77
PNR011887,P011887,FL03203,BUSINESS,149
PNR011888,P011888,FL00829,FIRST,44
PNR011889,P011889,FL01888,BUSINESS,114
PNR011890,P011890,FL01450,FIRST,41
PNR011891,P011891,FL04511,BUSINESS,65
PNR011892,P011892,FL01034,ECONOMY,37
PNR011893,P011893,FL04385,FIRST,6
PNR011894,P011894,FL05695,BUSINESS,139
PNR011895,P011895,FL02977,BUSINESS,10
PNR011896,P011896,FL02712,ECONOMY,127
PNR011897,P011897,FL09481,FIRST,47
PNR011898,P011898,FL01402,BUSINESS,9
PNR011899,P011899,FL08684,ECONOMY,77
PNR011900,P011900,FL04688,BUSINESS,64
PNR011901,P011901,FL04363,BUSINESS,80
PNR011902,P011902,FL00439,ECONOMY,141
PNR011903,P011903,FL07302,ECONOMY,129
PNR011904,P011904,FL01094,BUSINESS,128
PNR011905,P011905,FL07242,BUSINESS,8
PNR011906,P011906,FL07323,ECONOMY,99
PNR011907,P011907,FL02720,FIRST,109
PNR011908,P011908,FL09251,BUSINESS,37
PNR011909,P011909,FL02990,BUSINESS,62
PNR011910,P011910,FL02008,BUSINESS,53
PNR011911,P011911,FL00021,FIRST,26
PNR011912,P011912,FL07056,BUSINESS,121
PNR011913,P011913,FL04485,ECONOMY,112
PNR011914,P011914,FL04233,BUSINESS,80
PNR011915,P011915,FL01501,BUSINESS,94
PNR011916,P011916,FL07849,BUSINESS,6
PNR011917,P011917,FL06126,FIRST,73
PNR011918,P011918,FL09442,FIRST,15
PNR011919,P011919,FL06618,BUSINESS,136
PNR011920,P011920,FL03968,FIRST,106
PNR011921,P011921,FL03833,BUSINESS,53
PNR011922,P011922,FL06672,ECONOMY,10
PNR011923,P011923,FL05818,BUSINESS,95
PNR011924,P011924,FL01527,FIRST,88
PNR011925,P011925,FL06741,BUSINESS,44
PNR011926,P011926,FL03533,BUSINESS,15
PNR011927,P011927,FL01569,ECONOMY,146
PNR011928,P011928,FL09175,FIRST,137
PNR011929,P011929,FL06911,FIRST,76
PNR011930,P011930,FL06649,FIRST,21
PNR011931,P011931,FL02664,ECONOMY,32
PNR011932,P011932,FL03782,BUSINESS,94
PNR011933,P011933,FL03386,FIRST,117
PNR011934,P011934,FL02863,ECONOMY,1
PNR011935,P011935,FL06787,ECONOMY,79
PNR011936,P011936,FL07076,BUSINESS,48
PNR011937,P011937,FL09233,FIRST,42
PNR011938,P011938,FL05555,BUSINESS,117
PNR011939,P011939,FL01533,ECONOMY,49
PNR011940,P011940,FL06493,ECONOMY,127
PNR011941,P011941,FL05659,ECONOMY,79
PNR011942,P011942,FL08764,FIRST,82
PNR011943,P011943,FL09011,ECONOMY,101
PNR011944,P011944,FL01500,BUSINESS,21
PNR011945,P011945,FL04492,FIRST,91
PNR011946,P011946,FL03276,BUSINESS,89
PNR011947,P011947,FL00732,ECONOMY,137
PNR011948,P011948,FL03457,BUSINESS,45
PNR011949,P011949,FL03983,FIRST,20
PNR011950,P011950,FL07746,FIRST,110
PNR011951,P011951,FL07399,FIRST,27
PNR011952,P011952,FL09679,FIRST,117
PNR011953,P011953,FL00130,BUSINESS,45
PNR011954,P011954,FL00098,FIRST,127
PNR011955,P011955,FL01398,ECONOMY,49
PNR011956,P011956,FL00936,BUSINESS,48
PNR011957,P011957,FL09711,FIRST,125
PNR011958,P011958,FL00064,BUSINESS,103
PNR011959,P011959,FL07513,FIRST,97
PNR011960,P011960,FL04250,BUSINESS,124
PNR011961,P011961,FL01996,BUSINESS,145
PNR011962,P011962,FL06441,FIRST,141
PNR011963,P011963,FL02079,ECONOMY,146
PNR011964,P011964,FL01194,BUSINESS,84
PNR011965,P011965,FL05501,ECONOMY,10
PNR011966,P011966,FL00743,FIRST,48
PNR011967,P011967,FL07430,ECONOMY,27
PNR011968,P011968,FL05633,FIRST,9
PNR011969,P011969,FL04424,ECONOMY,19
PNR011970,P011970,FL08368,BUSINESS,61
PNR011971,P011971,FL07247,FIRST,147
PNR011972,P011972,FL03255,FIRST,128
PNR011973,P011973,FL01328,FIRST,96
PNR011974,P011974,FL09019,ECONOMY,110
PNR011975,P011975,FL05804,BUSINESS,0
PNR011976,P011976,FL04640,FIRST,7
PNR011977,P011977,FL00685,BUSINESS,82
PNR011978,P011978,FL06175,ECONOMY,142
PNR011979,P011979,FL09258,BUSINESS,12
PNR011980,P011980,FL04322,ECONOMY,102
PNR011981,P011981,FL05825,FIRST,147
PNR011982,P011982,FL04174,FIRST,35
PNR011983,P011983,FL02347,BUSINESS,79
PNR011984,P011984,FL00920,BUSINESS,56
PNR011985,P011985,FL03281,FIRST,149
PNR011986,P011986,FL08099,FIRST,54
PNR011987,P011987,FL08703,ECONOMY,101
PNR011988,P011988,FL05296,FIRST,130
PNR011989,P011989,FL05743,FIRST,124
PNR011990,P011990,FL02827,BUSINESS,92
PNR011991,P011991,FL03638,FIRST,8
PNR011992,P011992,FL02695,BUSINESS,93
PNR011993,P011993,FL07844,BUSINESS,115
PNR011994,P011994,FL07741,ECONOMY,100
PNR011995,P011995,FL06659,FIRST,51
PNR011996,P011996,FL07017,ECONOMY,22
PNR011997,P011997,FL01288,ECONOMY,10
PNR011998,P011998,FL05244,FIRST,3
PNR011999,P011999,FL06882,FIRST,131
PNR012000,P012000,FL09913,BUSINESS,87
PNR012001,P012001,FL01965,FIRST,67
PNR012002,P012002,FL09917,ECONOMY,72
PNR012003,P012003,FL02926,FIRST,126
PNR012004,P012004,FL06087,FIRST,17
PNR012005,P012005,FL04859,BUSINESS,56
PNR012006,P012006,FL00243,ECONOMY,2
PNR012007,P012007,FL08586,BUSINESS,55
PNR012008,P012008,FL07345,FIRST,23
PNR012009,P012009,FL08214,BUSINESS,35
PNR012010,P012010,FL06244,ECONOMY,17
PNR012011,P012011,FL09585,BUSINESS,134
PNR012012,P012012,FL02931,ECONOMY,107
PNR012013,P012013,FL07324,BUSINESS,71
PNR012014,P012014,FL04400,BUSINESS,122
PNR012015,P012015,FL02116,BUSINESS,4
PNR012016,P012016,FL03180,ECONOMY,130
PNR012017,P012017,FL06171,BUSINESS,41
PNR012018,P012018,FL04934,ECONOMY,35
PNR012019,P012019,FL04103,BUSINESS,12
PNR012020,P012020,FL02669,ECONOMY,57
PNR012021,P012021,FL02784,BUSINESS,74
PNR012022,P012022,FL02638,FIRST,92
PNR012023,P012023,FL03394,BUSINESS,10
PNR012024,P012024,FL03439,BUSINESS,66
PNR012025,P012025,FL05724,FIRST,149
PNR012026,P012026,FL00122,FIRST,77
PNR012027,P012027,FL07882,ECONOMY,70
PNR012028,P012028,FL01939,BUSINESS,66
PNR012029,P012029,FL04214,BUSINESS,114
PNR012030,P012030,FL06977,ECONOMY,70
PNR012031,P012031,FL02571,FIRST,9
PNR012032,P012032,FL07958,BUSINESS,109
PNR012033,P012033,FL04049,ECONOMY,97
PNR012034,P012034,FL04639,ECONOMY,44
PNR012035,P012035,FL00779,FIRST,2
PNR012036,P012036,FL05992,BUSINESS,8
PNR012037,P012037,FL04935,BUSINESS,39
PNR012038,P012038,FL01362,ECONOMY,60
PNR012039,P012039,FL03361,BUSINESS,104
PNR012040,P012040,FL02431,ECONOMY,64
PNR012041,P012041,FL00302,BUSINESS,25
PNR012042,P012042,FL09670,BUSINESS,137
PNR012043,P012043,FL00104,BUSINESS,68
PNR012044,P012044,FL09411,FIRST,38
PNR012045,P012045,FL09900,BUSINESS,71
PNR012046,P012046,FL01774,BUSINESS,73
PNR012047,P012047,FL06894,ECONOMY,130
PNR012048,P012048,FL00808,BUSINESS,57
PNR012049,P012049,FL07816,BUSINESS,117
PNR012050,P012050,FL08249,ECONOMY,78
PNR012051,P012051,FL09635,FIRST,51
PNR012052,P012052,FL00402,FIRST,83
PNR012053,P012053,FL07640,BUSINESS,120
PNR012054,P012054,FL04536,FIRST,124
PNR012055,P012055,FL03163,FIRST,127
PNR012056,P012056,FL09337,ECONOMY,48
PNR012057,P012057,FL05061,FIRST,75
PNR012058,P012058,FL08917,BUSINESS,119
PNR012059,P012059,FL02431,ECONOMY,117
PNR012060,P012060,FL00804,BUSINESS,148
PNR012061,P012061,FL08437,ECONOMY,63
PNR012062,P012062,FL02901,ECONOMY,20
PNR012063,P012063,FL08700,FIRST,82
PNR012064,P012064,FL01924,ECONOMY,103
PNR012065,P012065,FL08560,BUSINESS,24
PNR012066,P012066,FL05375,ECONOMY,68
PNR012067,P012067,FL04510,FIRST,118
PNR012068,P012068,FL09112,FIRST,116
PNR012069,P012069,FL08436,BUSINESS,92
PNR012070,P012070,FL05433,BUSINESS,41
PNR012071,P012071,FL05437,FIRST,18
PNR012072,P012072,FL05552,FIRST,22
PNR012073,P012073,FL07266,BUSINESS,37
PNR012074,P012074,FL03406,ECONOMY,149
PNR012075,P012075,FL07386,ECONOMY,62
PNR012076,P012076,FL00093,BUSINESS,49
PNR012077,P012077,FL05319,ECONOMY,71
PNR012078,P012078,FL00294,ECONOMY,133
PNR012079,P012079,FL05944,FIRST,121
PNR012080,P012080,FL00583,BUSINESS,119
PNR012081,P012081,FL03758,ECONOMY,123
PNR012082,P012082,FL01902,BUSINESS,113
PNR012083,P012083,FL07826,FIRST,44
PNR012084,P012084,FL03570,ECONOMY,45
PNR012085,P012085,FL05137,FIRST,59
PNR012086,P012086,FL05883,FIRST,77
PNR012087,P012087,FL09094,ECONOMY,107
PNR012088,P012088,FL07385,BUSINESS,15
PNR012089,P012089,FL02597,BUSINESS,42
PNR012090,P012090,FL05355,BUSINESS,146
PNR012091,P012091,FL02421,ECONOMY,109
PNR012092,P012092,FL01750,ECONOMY,112
PNR012093,P012093,FL07180,FIRST,92
PNR012094,P012094,FL00469,FIRST,121
PNR012095,P012095,FL00173,ECONOMY,117
PNR012096,P012096,FL07293,ECONOMY,11
PNR012097,P012097,FL00603,FIRST,54
PNR012098,P012098,FL00865,ECONOMY,101
PNR012099,P012099,FL02756,ECONOMY,80
PNR012100,P012100,FL03338,ECONOMY,141
PNR012101,P012101,FL01514,ECONOMY,100
PNR012102,P012102,FL09686,ECONOMY,80
PNR012103,P012103,FL02719,FIRST,52
PNR012104,P012104,FL00190,BUSINESS,24
PNR012105,P012105,FL07580,BUSINESS,105
PNR012106,P012106,FL04284,ECONOMY,127
PNR012107,P012107,FL04615,FIRST,91
PNR012108,P012108,FL09443,BUSINESS,54
PNR012109,P012109,FL09099,ECONOMY,92
PNR012110,P012110,FL02640,BUSINESS,35
PNR012111,P012111,FL07361,BUSINESS,136
PNR012112,P012112,FL02658,ECONOMY,76
PNR012113,P012113,FL06294,FIRST,112
PNR012114,P012114,FL08466,ECONOMY,98
PNR012115,P012115,FL05914,BUSINESS,105
PNR012116,P012116,FL09695,ECONOMY,95
PNR012117,P012117,FL00534,BUSINESS,91
PNR012118,P012118,FL02158,FIRST,123
PNR012119,P012119,FL08259,BUSINESS,148
PNR012120,P012120,FL09315,ECONOMY,21
PNR012121,P012121,FL00509,BUSINESS,68
PNR012122,P012122,FL07595,FIRST,108
PNR012123,P012123,FL05422,BUSINESS,75
PNR012124,P012124,FL00954,FIRST,38
PNR012125,P012125,FL02386,FIRST,21
PNR012126,P012126,FL03657,FIRST,25
PNR012127,P012127,FL03063,ECONOMY,66
PNR012128,P012128,FL09337,BUSINESS,64
PNR012129,P012129,FL07723,BUSINESS,113
PNR012130,P012130,FL08443,ECONOMY,148
PNR012131,P012131,FL03792,ECONOMY,36
PNR012132,P012132,FL09604,BUSINESS,0
PNR012133,P012133,FL00530,ECONOMY,10
PNR012134,P012134,FL08440,BUSINESS,116
PNR012135,P012135,FL08027,FIRST,101
PNR012136,P012136,FL00749,ECONOMY,80
PNR012137,P012137,FL03415,ECONOMY,71
PNR012138,P012138,FL00292,FIRST,5
PNR012139,P012139,FL07069,BUSINESS,18
PNR012140,P012140,FL00420,FIRST,40
PNR012141,P012141,FL09306,BUSINESS,58
PNR012142,P012142,FL04591,BUSINESS,103
PNR012143,P012143,FL08413,ECONOMY,44
PNR012144,P012144,FL08353,ECONOMY,113
PNR012145,P012145,FL05283,BUSINESS,18
PNR012146,P012146,FL09364,ECONOMY,18
PNR012147,P012147,FL02844,FIRST,0
PNR012148,P012148,FL01099,FIRST,26
PNR012149,P012149,FL00605,BUSINESS,144
PNR012150,P012150,FL06608,FIRST,146
PNR012151,P012151,FL01406,ECONOMY,106
PNR012152,P012152,FL02140,FIRST,75
PNR012153,P012153,FL04776,BUSINESS,89
PNR012154,P012154,FL00124,FIRST,35
PNR012155,P012155,FL09366,FIRST,72
PNR012156,P012156,FL04852,ECONOMY,59
PNR012157,P012157,FL00055,FIRST,82
PNR012158,P012158,FL00593,BUSINESS,84
PNR012159,P012159,FL05007,BUSINESS,105
PNR012160,P012160,FL09123,FIRST,92
PNR012161,P012161,FL00455,ECONOMY,36
PNR012162,P012162,FL07765,ECONOMY,82
PNR012163,P012163,FL00843,BUSINESS,18
PNR012164,P012164,FL04891,BUSINESS,136
PNR012165,P012165,FL01869,FIRST,8
PNR012166,P012166,FL04933,BUSINESS,142
PNR012167,P012167,FL09521,ECONOMY,143
PNR012168,P012168,FL00826,ECONOMY,68
PNR012169,P012169,FL08364,FIRST,15
PNR012170,P012170,FL01013,ECONOMY,71
PNR012171,P012171,FL04015,ECONOMY,102
PNR012172,P012172,FL00290,BUSINESS,5
PNR012173,P012173,FL06442,ECONOMY,51
PNR012174,P012174,FL05487,BUSINESS,73
PNR012175,P012175,FL09114,BUSINESS,118
PNR012176,P012176,FL03990,ECONOMY,8
PNR012177,P012177,FL02615,FIRST,53
PNR012178,P012178,FL07467,FIRST,65
PNR012179,P012179,FL01942,FIRST,111
PNR012180,P012180,FL07864,FIRST,86
PNR012181,P012181,FL09946,FIRST,148
PNR012182,P012182,FL02672,ECONOMY,0
PNR012183,P012183,FL01843,FIRST,109
PNR012184,P012184,FL05545,FIRST,132
PNR012185,P012185,FL05811,ECONOMY,143
PNR012186,P012186,FL05308,FIRST,71
PNR012187,P012187,FL09697,BUSINESS,34
PNR012188,P012188,FL04429,BUSINESS,73
PNR012189,P012189,FL03587,FIRST,107
PNR012190,P012190,FL05754,FIRST,36
PNR012191,P012191,FL09190,FIRST,129
PNR012192,P012192,FL00547,BUSINESS,29
PNR012193,P012193,FL04309,ECONOMY,6
PNR012194,P012194,FL07161,ECONOMY,56
PNR012195,P012195,FL04358,ECONOMY,17
PNR012196,P012196,FL03661,FIRST,101
PNR012197,P012197,FL03565,ECONOMY,131
PNR012198,P012198,FL04644,BUSINESS,121
PNR012199,P012199,FL06956,ECONOMY,138
PNR012200,P012200,FL04062,FIRST,14
PNR012201,P012201,FL05323,FIRST,23
PNR012202,P012202,FL07213,ECONOMY,36
PNR012203,P012203,FL06924,ECONOMY,34
PNR012204,P012204,FL08458,ECONOMY,23
PNR012205,P012205,FL04935,ECONOMY,116
PNR012206,P012206,FL08903,BUSINESS,13
PNR012207,P012207,FL07566,BUSINESS,33
PNR012208,P012208,FL06647,FIRST,146
PNR012209,P012209,FL03081,BUSINESS,7
PNR012210,P012210,FL00359,BUSINESS,84
PNR012211,P012211,FL05439,FIRST,45
PNR012212,P012212,FL09154,ECONOMY,65
PNR012213,P012213,FL04511,ECONOMY,77
PNR012214,P012214,FL00264,BUSINESS,102
PNR012215,P012215,FL00666,FIRST,17
PNR012216,P012216,FL02079,ECONOMY,4
PNR012217,P012217,FL01458,FIRST,149
PNR012218,P012218,FL01866,FIRST,74
PNR012219,P012219,FL06079,ECONOMY,107
PNR012220,P012220,FL02486,BUSINESS,123
PNR012221,P012221,FL07845,BUSINESS,140
PNR012222,P012222,FL01675,FIRST,13
PNR012223,P012223,FL03284,ECONOMY,132
PNR012224,P012224,FL07504,FIRST,47
PNR012225,P012225,FL02689,FIRST,132
PNR012226,P012226,FL05306,BUSINESS,101
PNR012227,P012227,FL06774,BUSINESS,19
PNR012228,P012228,FL09031,FIRST,23
