flight_id,total_seats,available_seats
FL07764,164,164
FL07765,203,203
FL07766,182,182
FL07767,186,186
FL07768,171,171
FL07769,187,187
FL07770,145,145
FL07771,194,194
FL07772,121,121
FL07773,133,133
FL07774,149,149
FL07775,168,168
FL07776,131,131
FL07777,209,209
FL07778,163,163
FL07779,152,152
FL07780,132,132
FL07781,197,197
FL07782,207,207
FL07783,217,217
FL07784,145,145
FL07785,140,140
FL07786,147,147
FL07787,167,167
FL07788,219,219
FL07789,159,159
FL07790,185,185
FL07791,192,192
FL07792,206,206
FL07793,198,198
FL07794,196,196
FL07795,142,142
FL07796,200,200
FL07797,167,167
FL07798,121,121
FL07799,203,203
FL07800,139,139
FL07801,178,178
FL07802,165,165
FL07803,122,122
FL07804,174,174
FL07805,131,131
FL07806,159,159
FL07807,185,185
FL07808,219,219
FL07809,197,197
FL07810,135,135
FL07811,202,202
FL07812,153,153
FL07813,163,163
FL07814,125,125
FL07815,196,196
FL07816,183,183
FL07817,219,219
FL07818,141,141
FL07819,137,137
FL07820,131,131
FL07821,171,171
FL07822,213,213
FL07823,170,170
FL07824,190,190
FL07825,215,215
FL07826,167,167
FL07827,138,138
FL07828,125,125
FL07829,203,203
FL07830,146,146
FL07831,172,172
FL07832,167,167
FL07833,126,126
FL07834,178,178
FL07835,188,188
FL07836,130,130
FL07837,134,134
FL07838,183,183
FL07839,122,122
FL07840,188,188
FL07841,142,142
FL07842,172,172
FL07843,156,156
FL07844,128,128
FL07845,134,134
FL07846,122,122
FL07847,212,212
FL07848,189,189
FL07849,136,136
FL07850,145,145
FL07851,140,140
FL07852,191,191
FL07853,140,140
FL07854,130,130
FL07855,157,157
FL07856,191,191
FL07857,207,207
FL07858,154,154
FL07859,133,133
FL07860,133,133
FL07861,129,129
FL07862,131,131
FL07863,157,157
FL07864,153,153
FL07865,160,160
FL07866,129,129
FL07867,136,136
FL07868,136,136
FL07869,186,186
FL07870,181,181
FL07871,214,214
FL07872,120,120
FL07873,131,131
FL07874,123,123
FL07875,161,161
FL07876,132,132
FL07877,217,217
FL07878,204,204
FL07879,205,205
FL07880,123,123
FL07881,201,201
FL07882,188,188
FL07883,138,138
FL07884,121,121
FL07885,131,131
FL07886,200,200
FL07887,193,193
FL07888,217,217
FL07889,125,125
FL07890,127,127
FL07891,170,170
FL07892,130,130
FL07893,182,182
FL07894,176,176
FL07895,131,131
FL07896,192,192
FL07897,121,121
FL07898,127,127
FL07899,130,130
FL07900,172,172
FL07901,219,219
FL07902,129,129
FL07903,204,204
FL07904,203,203
FL07905,127,127
FL07906,155,155
FL07907,212,212
FL07908,195,195
FL07909,133,133
FL07910,173,173
FL07911,204,204
FL07912,205,205
FL07913,140,140
FL07914,169,169
FL07915,213,213
FL07916,158,158
FL07917,139,139
FL07918,207,207
FL07919,206,206
FL07920,126,126
FL07921,128,128
FL07922,120,120
FL07923,145,145
FL07924,157,157
FL07925,157,157
FL07926,180,180
FL07927,163,163
FL07928,205,205
FL07929,163,163
FL07930,193,193
FL07931,181,181
FL07932,125,125
FL07933,136,136
FL07934,170,170
FL07935,157,157
FL07936,143,143
FL07937,170,170
FL07938,129,129
FL07939,191,191
FL07940,140,140
FL07941,189,189
FL07942,204,204
FL07943,176,176
FL07944,158,158
FL07945,207,207
FL07946,152,152
FL07947,178,178
FL07948,137,137
FL07949,175,175
FL07950,211,211
FL07951,176,176
FL07952,215,215
FL07953,195,195
FL07954,167,167
FL07955,161,161
FL07956,146,146
FL07957,193,193
FL07958,171,171
FL07959,161,161
FL07960,151,151
FL07961,145,145
FL07962,144,144
FL07963,194,194
FL07964,142,142
FL07965,217,217
FL07966,176,176
FL07967,171,171
FL07968,206,206
FL07969,212,212
FL07970,150,150
FL07971,183,183
FL07972,190,190
FL07973,152,152
FL07974,204,204
FL07975,121,121
FL07976,137,137
FL07977,166,166
FL07978,152,152
FL07979,217,217
FL07980,203,203
FL07981,154,154
FL07982,170,170
FL07983,137,137
FL07984,207,207
FL07985,191,191
FL07986,149,149
FL07987,163,163
FL07988,172,172
FL07989,129,129
FL07990,206,206
FL07991,171,171
FL07992,168,168
FL07993,130,130
FL07994,185,185
FL07995,177,177
FL07996,209,209
FL07997,155,155
FL07998,152,152
FL07999,166,166
FL08000,132,132
FL08001,159,159
FL08002,208,208
FL08003,187,187
FL08004,161,161
FL08005,138,138
FL08006,201,201
FL08007,213,213
FL08008,138,138
FL08009,177,177
FL08010,142,142
FL08011,173,173
FL08012,199,199
FL08013,184,184
FL08014,131,131
FL08015,143,143
FL08016,153,153
FL08017,172,172
FL08018,127,127
FL08019,137,137
FL08020,176,176
FL08021,124,124
FL08022,145,145
FL08023,149,149
FL08024,173,173
FL08025,132,132
FL08026,202,202
FL08027,148,148
FL08028,122,122
FL08029,209,209
FL08030,177,177
FL08031,195,195
FL08032,121,121
FL08033,194,194
FL08034,147,147
FL08035,201,201
FL08036,196,196
FL08037,205,205
FL08038,195,195
FL08039,121,121
FL08040,126,126
FL08041,145,145
FL08042,209,209
FL08043,207,207
FL08044,195,195
FL08045,135,135
FL08046,142,142
FL08047,159,159
FL08048,179,179
FL08049,192,192
FL08050,151,151
FL08051,134,134
FL08052,132,132
FL08053,124,124
FL08054,194,194
FL08055,193,193
FL08056,171,171
FL08057,196,196
FL08058,160,160
FL08059,172,172
FL08060,169,169
FL08061,134,134
FL08062,126,126
FL08063,159,159
FL08064,147,147
FL08065,151,151
FL08066,218,218
FL08067,134,134
FL08068,219,219
FL08069,204,204
FL08070,189,189
FL08071,184,184
FL08072,123,123
FL08073,130,130
FL08074,145,145
FL08075,180,180
FL08076,156,156
FL08077,142,142
FL08078,212,212
FL08079,204,204
FL08080,210,210
FL08081,159,159
FL08082,196,196
FL08083,142,142
FL08084,135,135
FL08085,213,213
FL08086,180,180
FL08087,187,187
FL08088,199,199
FL08089,150,150
FL08090,172,172
FL08091,144,144
FL08092,163,163
FL08093,131,131
FL08094,209,209
FL08095,216,216
FL08096,211,211
FL08097,128,128
FL08098,131,131
FL08099,188,188
FL08100,173,173
FL08101,173,173
FL08102,147,147
FL08103,175,175
FL08104,218,218
FL08105,188,188
FL08106,217,217
FL08107,217,217
FL08108,196,196
FL08109,177,177
FL08110,197,197
FL08111,194,194
FL08112,161,161
FL08113,157,157
FL08114,187,187
FL08115,172,172
FL08116,152,152
FL08117,190,190
FL08118,175,175
FL08119,191,191
FL08120,170,170
FL08121,193,193
FL08122,162,162
FL08123,134,134
FL08124,157,157
FL08125,134,134
FL08126,124,124
FL08127,212,212
FL08128,202,202
FL08129,173,173
FL08130,170,170
FL08131,129,129
FL08132,131,131
FL08133,123,123
FL08134,214,214
FL08135,137,137
FL08136,199,199
FL08137,155,155
FL08138,144,144
FL08139,206,206
FL08140,195,195
FL08141,217,217
FL08142,155,155
FL08143,186,186
FL08144,128,128
FL08145,180,180
FL08146,172,172
FL08147,137,137
FL08148,162,162
FL08149,154,154
FL08150,182,182
FL08151,217,217
FL08152,197,197
FL08153,123,123
FL08154,212,212
FL08155,160,160
FL08156,164,164
FL08157,169,169
FL08158,198,198
FL08159,147,147
FL08160,161,161
FL08161,199,199
FL08162,195,195
FL08163,188,188
FL08164,217,217
FL08165,120,120
FL08166,158,158
FL08167,215,215
FL08168,209,209
FL08169,136,136
FL08170,210,210
FL08171,207,207
FL08172,154,154
FL08173,165,165
FL08174,161,161
FL08175,158,158
FL08176,209,209
FL08177,168,168
FL08178,181,181
FL08179,157,157
FL08180,142,142
FL08181,141,141
FL08182,123,123
FL08183,168,168
FL08184,178,178
FL08185,192,192
FL08186,187,187
FL08187,190,190
FL08188,206,206
FL08189,121,121
FL08190,168,168
FL08191,207,207
FL08192,214,214
FL08193,150,150
FL08194,159,159
FL08195,167,167
FL08196,170,170
FL08197,162,162
FL08198,217,217
FL08199,174,174
FL08200,207,207
FL08201,168,168
FL08202,209,209
FL08203,199,199
FL08204,176,176
FL08205,196,196
FL08206,134,134
FL08207,146,146
FL08208,187,187
FL08209,199,199
FL08210,183,183
FL08211,213,213
FL08212,149,149
FL08213,155,155
FL08214,186,186
FL08215,205,205
FL08216,205,205
FL08217,168,168
FL08218,195,195
FL08219,174,174
FL08220,204,204
FL08221,175,175
FL08222,187,187
FL08223,214,214
FL08224,163,163
FL08225,150,150
FL08226,177,177
FL08227,206,206
FL08228,172,172
FL08229,203,203
FL08230,198,198
FL08231,142,142
FL08232,147,147
FL08233,135,135
FL08234,156,156
FL08235,140,140
FL08236,198,198
FL08237,136,136
FL08238,156,156
FL08239,196,196
FL08240,138,138
FL08241,149,149
FL08242,164,164
FL08243,137,137
FL08244,197,197
FL08245,181,181
FL08246,155,155
FL08247,219,219
FL08248,203,203
FL08249,171,171
FL08250,138,138
FL08251,163,163
FL08252,126,126
FL08253,163,163
FL08254,187,187
FL08255,153,153
FL08256,185,185
FL08257,188,188
FL08258,174,174
FL08259,129,129
FL08260,215,215
FL08261,161,161
FL08262,160,160
FL08263,196,196
FL08264,188,188
FL08265,129,129
FL08266,129,129
FL08267,210,210
FL08268,179,179
FL08269,170,170
FL08270,140,140
FL08271,127,127
FL08272,184,184
FL08273,211,211
FL08274,197,197
FL08275,204,204
FL08276,149,149
FL08277,204,204
FL08278,168,168
FL08279,128,128
FL08280,136,136
FL08281,188,188
FL08282,177,177
FL08283,176,176
FL08284,181,181
FL08285,214,214
FL08286,171,171
FL08287,180,180
FL08288,159,159
FL08289,157,157
FL08290,162,162
FL08291,182,182
FL08292,138,138
FL08293,219,219
FL08294,169,169
FL08295,152,152
FL08296,132,132
FL08297,197,197
FL08298,216,216
FL08299,181,181
FL08300,212,212
FL08301,162,162
FL08302,168,168
FL08303,155,155
FL08304,129,129
FL08305,214,214
FL08306,125,125
FL08307,176,176
FL08308,120,120
FL08309,190,190
FL08310,177,177
FL08311,210,210
FL08312,140,140
FL08313,211,211
FL08314,199,199
FL08315,175,175
FL08316,206,206
FL08317,139,139
FL08318,173,173
FL08319,144,144
FL08320,147,147
FL08321,124,124
FL08322,140,140
FL08323,137,137
FL08324,166,166
FL08325,189,189
FL08326,176,176
FL08327,212,212
FL08328,138,138
FL08329,216,216
FL08330,184,184
FL08331,122,122
FL08332,161,161
FL08333,140,140
FL08334,218,218
FL08335,159,159
FL08336,186,186
FL08337,144,144
FL08338,174,174
FL08339,203,203
FL08340,171,171
FL08341,163,163
FL08342,217,217
FL08343,204,204
FL08344,175,175
FL08345,174,174
FL08346,206,206
FL08347,189,189
FL08348,196,196
FL08349,206,206
FL08350,192,192
FL08351,200,200
FL08352,185,185
FL08353,138,138
FL08354,202,202
FL08355,126,126
FL08356,182,182
FL08357,161,161
FL08358,161,161
FL08359,178,178
FL08360,139,139
FL08361,192,192
FL08362,136,136
FL08363,146,146
FL08364,166,166
FL08365,121,121
FL08366,182,182
FL08367,181,181
FL08368,219,219
FL08369,138,138
FL08370,136,136
FL08371,188,188
FL08372,158,158
FL08373,201,201
FL08374,190,190
FL08375,200,200
FL08376,158,158
FL08377,155,155
FL08378,159,159
FL08379,164,164
FL08380,123,123
FL08381,144,144
FL08382,188,188
FL08383,149,149
FL08384,195,195
FL08385,187,187
FL08386,207,207
FL08387,148,148
FL08388,192,192
FL08389,187,187
FL08390,170,170
FL08391,143,143
FL08392,133,133
FL08393,188,188
FL08394,137,137
FL08395,161,161
FL08396,176,176
FL08397,202,202
FL08398,131,131
FL08399,201,201
FL08400,136,136
FL08401,149,149
FL08402,207,207
FL08403,194,194
FL08404,218,218
FL08405,142,142
FL08406,200,200
FL08407,120,120
FL08408,198,198
FL08409,151,151
FL08410,128,128
FL08411,134,134
FL08412,147,147
FL08413,143,143
FL08414,179,179
FL08415,154,154
FL08416,205,205
FL08417,146,146
FL08418,202,202
FL08419,195,195
FL08420,139,139
FL08421,184,184
FL08422,204,204
FL08423,168,168
FL08424,120,120
FL08425,129,129
FL08426,166,166
FL08427,178,178
FL08428,215,215
FL08429,181,181
FL08430,205,205
FL08431,137,137
FL08432,165,165
FL08433,151,151
FL08434,146,146
FL08435,211,211
FL08436,137,137
FL08437,158,158
FL08438,168,168
FL08439,212,212
FL08440,201,201
FL08441,163,163
FL08442,191,191
FL08443,173,173
FL08444,214,214
FL08445,153,153
FL08446,190,190
FL08447,155,155
FL08448,137,137
FL08449,157,157
FL08450,178,178
FL08451,128,128
FL08452,192,192
FL08453,191,191
FL08454,170,170
FL08455,154,154
FL08456,201,201
FL08457,124,124
FL08458,133,133
FL08459,211,211
FL08460,149,149
FL08461,123,123
FL08462,158,158
FL08463,203,203
FL08464,183,183
FL08465,144,144
FL08466,147,147
FL08467,195,195
FL08468,185,185
FL08469,197,197
FL08470,141,141
FL08471,150,150
FL08472,142,142
FL08473,167,167
FL08474,139,139
FL08475,157,157
FL08476,174,174
FL08477,187,187
FL08478,198,198
FL08479,207,207
FL08480,208,208
FL08481,120,120
FL08482,126,126
FL08483,176,176
FL08484,214,214
FL08485,131,131
FL08486,124,124
FL08487,169,169
FL08488,161,161
FL08489,131,131
FL08490,137,137
FL08491,185,185
FL08492,193,193
FL08493,198,198
FL08494,213,213
FL08495,136,136
FL08496,187,187
FL08497,190,190
FL08498,181,181
FL08499,160,160
FL08500,214,214
FL08501,153,153
FL08502,189,189
FL08503,164,164
FL08504,177,177
FL08505,170,170
FL08506,153,153
FL08507,163,163
FL08508,134,134
FL08509,197,197
FL08510,189,189
FL08511,169,169
FL08512,151,151
FL08513,186,186
FL08514,122,122
FL08515,205,205
FL08516,205,205
FL08517,193,193
FL08518,170,170
FL08519,186,186
FL08520,195,195
FL08521,212,212
FL08522,167,167
FL08523,136,136
FL08524,126,126
FL08525,132,132
FL08526,185,185
FL08527,123,123
FL08528,129,129
FL08529,207,207
FL08530,136,136
FL08531,171,171
FL08532,125,125
FL08533,202,202
FL08534,188,188
FL08535,215,215
FL08536,193,193
FL08537,128,128
FL08538,210,210
FL08539,196,196
FL08540,202,202
FL08541,140,140
FL08542,143,143
FL08543,123,123
FL08544,143,143
FL08545,178,178
FL08546,218,218
FL08547,122,122
FL08548,187,187
FL08549,159,159
FL08550,167,167
FL08551,173,173
FL08552,154,154
FL08553,214,214
FL08554,175,175
FL08555,208,208
FL08556,159,159
FL08557,196,196
FL08558,187,187
FL08559,165,165
FL08560,197,197
FL08561,132,132
FL08562,146,146
FL08563,125,125
FL08564,136,136
FL08565,155,155
FL08566,218,218
FL08567,200,200
FL08568,121,121
FL08569,196,196
FL08570,171,171
FL08571,185,185
FL08572,171,171
FL08573,211,211
FL08574,162,162
FL08575,209,209
FL08576,141,141
FL08577,174,174
FL08578,186,186
FL08579,218,218
FL08580,179,179
FL08581,177,177
FL08582,131,131
FL08583,207,207
FL08584,188,188
FL08585,203,203
FL08586,158,158
FL08587,132,132
FL08588,160,160
FL08589,176,176
FL08590,172,172
FL08591,131,131
FL08592,132,132
FL08593,193,193
FL08594,216,216
FL08595,176,176
FL08596,159,159
FL08597,199,199
FL08598,164,164
FL08599,154,154
FL08600,122,122
FL08601,124,124
FL08602,209,209
FL08603,130,130
FL08604,190,190
FL08605,175,175
FL08606,129,129
FL08607,153,153
FL08608,186,186
FL08609,191,191
FL08610,150,150
FL08611,194,194
FL08612,190,190
FL08613,185,185
FL08614,189,189
FL08615,160,160
FL08616,182,182
FL08617,151,151
FL08618,139,139
FL08619,176,176
FL08620,217,217
FL08621,169,169
FL08622,199,199
FL08623,144,144
FL08624,131,131
FL08625,190,190
FL08626,158,158
FL08627,136,136
FL08628,164,164
FL08629,130,130
FL08630,189,189
FL08631,142,142
FL08632,210,210
FL08633,189,189
FL08634,157,157
FL08635,121,121
FL08636,205,205
FL08637,203,203
FL08638,208,208
FL08639,198,198
FL08640,212,212
FL08641,191,191
FL08642,156,156
FL08643,168,168
FL08644,171,171
FL08645,152,152
FL08646,141,141
FL08647,124,124
FL08648,137,137
FL08649,157,157
FL08650,156,156
FL08651,213,213
FL08652,214,214
FL08653,183,183
FL08654,129,129
FL08655,198,198
FL08656,161,161
FL08657,167,167
FL08658,163,163
FL08659,201,201
FL08660,206,206
FL08661,216,216
FL08662,135,135
FL08663,173,173
FL08664,154,154
FL08665,217,217
FL08666,147,147
FL08667,121,121
FL08668,213,213
FL08669,132,132
FL08670,160,160
FL08671,199,199
FL08672,178,178
FL08673,188,188
FL08674,211,211
FL08675,172,172
FL08676,164,164
FL08677,139,139
FL08678,143,143
FL08679,180,180
FL08680,210,210
FL08681,213,213
FL08682,177,177
FL08683,146,146
FL08684,145,145
FL08685,126,126
FL08686,161,161
FL08687,166,166
FL08688,172,172
FL08689,178,178
FL08690,157,157
FL08691,188,188
FL08692,206,206
FL08693,211,211
FL08694,217,217
FL08695,172,172
FL08696,134,134
FL08697,215,215
FL08698,145,145
FL08699,167,167
FL08700,214,214
FL08701,138,138
FL08702,128,128
FL08703,183,183
FL08704,212,212
FL08705,173,173
FL08706,170,170
FL08707,158,158
FL08708,123,123
FL08709,122,122
FL08710,183,183
FL08711,148,148
FL08712,130,130
FL08713,216,216
FL08714,177,177
FL08715,194,194
FL08716,146,146
FL08717,216,216
FL08718,140,140
FL08719,158,158
FL08720,214,214
FL08721,165,165
FL08722,185,185
FL08723,210,210
FL08724,155,155
FL08725,194,194
FL08726,201,201
FL08727,184,184
FL08728,182,182
FL08729,218,218
FL08730,154,154
FL08731,150,150
FL08732,147,147
FL08733,120,120
FL08734,144,144
FL08735,162,162
FL08736,203,203
FL08737,186,186
FL08738,182,182
FL08739,170,170
FL08740,121,121
FL08741,201,201
FL08742,183,183
FL08743,193,193
FL08744,188,188
FL08745,128,128
FL08746,121,121
FL08747,153,153
FL08748,179,179
FL08749,180,180
FL08750,150,150
FL08751,129,129
FL08752,195,195
FL08753,155,155
FL08754,204,204
FL08755,168,168
FL08756,189,189
FL08757,168,168
FL08758,122,122
FL08759,193,193
FL08760,124,124
FL08761,209,209
FL08762,180,180
FL08763,204,204
FL08764,209,209
FL08765,145,145
FL08766,191,191
FL08767,124,124
FL08768,134,134
FL08769,135,135
FL08770,120,120
FL08771,135,135
FL08772,156,156
FL08773,122,122
FL08774,171,171
FL08775,166,166
FL08776,214,214
FL08777,132,132
FL08778,199,199
FL08779,174,174
FL08780,140,140
FL08781,185,185
FL08782,173,173
FL08783,146,146
FL08784,157,157
FL08785,209,209
FL08786,177,177
FL08787,181,181
FL08788,165,165
FL08789,208,208
FL08790,130,130
FL08791,191,191
FL08792,127,127
FL08793,216,216
FL08794,190,190
FL08795,183,183
FL08796,140,140
FL08797,191,191
FL08798,182,182
FL08799,204,204
FL08800,183,183
FL08801,139,139
FL08802,127,127
FL08803,177,177
FL08804,165,165
FL08805,150,150
FL08806,212,212
FL08807,128,128
FL08808,134,134
FL08809,213,213
FL08810,145,145
FL08811,129,129
FL08812,148,148
FL08813,199,199
FL08814,155,155
FL08815,203,203
FL08816,156,156
FL08817,205,205
FL08818,190,190
FL08819,142,142
FL08820,160,160
FL08821,212,212
FL08822,199,199
FL08823,147,147
FL08824,167,167
FL08825,157,157
FL08826,150,150
FL08827,133,133
FL08828,216,216
FL08829,192,192
FL08830,210,210
FL08831,207,207
FL08832,196,196
FL08833,209,209
FL08834,148,148
FL08835,170,170
FL08836,168,168
FL08837,162,162
FL08838,211,211
FL08839,211,211
FL08840,191,191
FL08841,206,206
FL08842,212,212
FL08843,124,124
FL08844,161,161
FL08845,126,126
FL08846,161,161
FL08847,155,155
FL08848,146,146
FL08849,177,177
FL08850,165,165
FL08851,185,185
FL08852,144,144
FL08853,192,192
FL08854,146,146
FL08855,120,120
FL08856,206,206
FL08857,193,193
FL08858,161,161
FL08859,171,171
FL08860,144,144
FL08861,173,173
FL08862,186,186
FL08863,125,125
FL08864,177,177
FL08865,189,189
FL08866,172,172
FL08867,185,185
FL08868,177,177
FL08869,201,201
FL08870,206,206
FL08871,121,121
FL08872,195,195
FL08873,141,141
FL08874,156,156
FL08875,139,139
FL08876,143,143
FL08877,203,203
FL08878,184,184
FL08879,184,184
FL08880,200,200
FL08881,120,120
FL08882,213,213
FL08883,122,122
FL08884,165,165
FL08885,174,174
FL08886,194,194
FL08887,207,207
FL08888,205,205
FL08889,183,183
FL08890,164,164
FL08891,145,145
FL08892,196,196
FL08893,184,184
FL08894,143,143
FL08895,193,193
FL08896,154,154
FL08897,143,143
FL08898,147,147
FL08899,219,219
FL08900,199,199
FL08901,135,135
FL08902,178,178
FL08903,200,200
FL08904,173,173
FL08905,198,198
FL08906,135,135
FL08907,134,134
FL08908,217,217
FL08909,130,130
FL08910,184,184
FL08911,198,198
FL08912,209,209
FL08913,187,187
FL08914,162,162
FL08915,188,188
FL08916,218,218
FL08917,132,132
FL08918,129,129
FL08919,194,194
FL08920,201,201
FL08921,217,217
FL08922,160,160
FL08923,169,169
FL08924,206,206
FL08925,190,190
FL08926,178,178
FL08927,158,158
FL08928,122,122
FL08929,195,195
FL08930,126,126
FL08931,168,168
FL08932,145,145
FL08933,152,152
FL08934,167,167
FL08935,198,198
FL08936,121,121
FL08937,190,190
FL08938,151,151
FL08939,123,123
FL08940,139,139
FL08941,155,155
FL08942,151,151
FL08943,147,147
FL08944,196,196
FL08945,120,120
FL08946,179,179
FL08947,175,175
FL08948,154,154
FL08949,149,149
FL08950,173,173
FL08951,155,155
FL08952,174,174
FL08953,208,208
FL08954,199,199
FL08955,177,177
FL08956,202,202
FL08957,184,184
FL08958,188,188
FL08959,170,170
FL08960,141,141
FL08961,207,207
FL08962,172,172
FL08963,219,219
FL08964,155,155
FL08965,187,187
FL08966,155,155
FL08967,171,171
FL08968,172,172
FL08969,201,201
FL08970,169,169
FL08971,199,199
FL08972,160,160
FL08973,137,137
FL08974,141,141
FL08975,185,185
FL08976,140,140
FL08977,219,219
FL08978,163,163
FL08979,166,166
FL08980,158,158
FL08981,148,148
FL08982,173,173
FL08983,209,209
FL08984,204,204
FL08985,136,136
FL08986,199,199
FL08987,179,179
FL08988,150,150
FL08989,192,192
FL08990,214,214
FL08991,197,197
FL08992,168,168
FL08993,121,121
FL08994,167,167
FL08995,133,133
FL08996,178,178
FL08997,216,216
FL08998,218,218
FL08999,177,177
FL09000,177,177
FL09001,170,170
FL09002,203,203
FL09003,121,121
FL09004,160,160
FL09005,202,202
FL09006,201,201
FL09007,135,135
FL09008,123,123
FL09009,131,131
FL09010,148,148
FL09011,126,126
FL09012,133,133
FL09013,131,131
FL09014,218,218
FL09015,124,124
FL09016,200,200
FL09017,151,151
FL09018,193,193
FL09019,162,162
FL09020,200,200
FL09021,188,188
FL09022,164,164
FL09023,128,128
FL09024,168,168
FL09025,152,152
FL09026,219,219
FL09027,219,219
FL09028,137,137
FL09029,128,128
FL09030,181,181
FL09031,176,176
FL09032,148,148
FL09033,197,197
FL09034,144,144
FL09035,134,134
FL09036,125,125
FL09037,161,161
FL09038,148,148
FL09039,198,198
FL09040,212,212
FL09041,123,123
FL09042,201,201
FL09043,176,176
FL09044,168,168
FL09045,163,163
FL09046,199,199
FL09047,194,194
FL09048,133,133
FL09049,122,122
FL09050,181,181
FL09051,183,183
FL09052,164,164
FL09053,201,201
FL09054,177,177
FL09055,139,139
FL09056,177,177
FL09057,208,208
FL09058,176,176
FL09059,196,196
FL09060,187,187
FL09061,197,197
FL09062,216,216
FL09063,211,211
FL09064,171,171
FL09065,156,156
FL09066,127,127
FL09067,163,163
FL09068,217,217
FL09069,124,124
FL09070,188,188
FL09071,150,150
FL09072,164,164
FL09073,128,128
FL09074,151,151
FL09075,152,152
FL09076,186,186
FL09077,149,149
FL09078,195,195
FL09079,148,148
FL09080,122,122
FL09081,209,209
FL09082,176,176
FL09083,149,149
FL09084,128,128
FL09085,145,145
FL09086,121,121
FL09087,181,181
FL09088,122,122
FL09089,165,165
FL09090,187,187
FL09091,144,144
FL09092,170,170
FL09093,132,132
FL09094,163,163
FL09095,154,154
FL09096,174,174
FL09097,206,206
FL09098,128,128
FL09099,121,121
FL09100,180,180
FL09101,160,160
FL09102,163,163
FL09103,183,183
FL09104,150,150
FL09105,166,166
FL09106,121,121
FL09107,215,215
FL09108,201,201
FL09109,196,196
FL09110,188,188
FL09111,177,177
FL09112,163,163
FL09113,193,193
FL09114,175,175
FL09115,162,162
FL09116,208,208
FL09117,153,153
FL09118,149,149
FL09119,190,190
FL09120,189,189
FL09121,174,174
FL09122,186,186
FL09123,132,132
FL09124,122,122
FL09125,145,145
FL09126,176,176
FL09127,143,143
FL09128,172,172
FL09129,189,189
FL09130,162,162
FL09131,179,179
FL09132,177,177
FL09133,168,168
FL09134,161,161
FL09135,195,195
FL09136,219,219
FL09137,185,185
FL09138,130,130
FL09139,217,217
FL09140,209,209
FL09141,137,137
FL09142,204,204
FL09143,219,219
FL09144,171,171
FL09145,165,165
FL09146,163,163
FL09147,141,141
FL09148,172,172
FL09149,178,178
FL09150,213,213
FL09151,149,149
FL09152,127,127
FL09153,217,217
FL09154,176,176
FL09155,192,192
FL09156,139,139
FL09157,144,144
FL09158,138,138
FL09159,124,124
FL09160,194,194
FL09161,198,198
FL09162,191,191
FL09163,202,202
FL09164,206,206
FL09165,146,146
FL09166,159,159
FL09167,215,215
FL09168,145,145
FL09169,146,146
FL09170,181,181
FL09171,202,202
FL09172,169,169
FL09173,161,161
FL09174,148,148
FL09175,158,158
FL09176,179,179
FL09177,160,160
FL09178,152,152
FL09179,202,202
FL09180,202,202
FL09181,216,216
FL09182,135,135
FL09183,142,142
FL09184,126,126
FL09185,145,145
FL09186,215,215
FL09187,131,131
FL09188,191,191
FL09189,124,124
FL09190,211,211
FL09191,188,188
FL09192,168,168
FL09193,145,145
FL09194,124,124
FL09195,141,141
FL09196,198,198
FL09197,132,132
FL09198,147,147
FL09199,152,152
FL09200,142,142
FL09201,216,216
FL09202,137,137
FL09203,149,149
FL09204,145,145
FL09205,135,135
FL09206,196,196
FL09207,158,158
FL09208,152,152
FL09209,145,145
FL09210,167,167
FL09211,184,184
FL09212,157,157
FL09213,121,121
FL09214,125,125
FL09215,165,165
FL09216,169,169
FL09217,157,157
FL09218,207,207
FL09219,137,137
FL09220,146,146
FL09221,160,160
FL09222,191,191
FL09223,211,211
FL09224,193,193
FL09225,136,136
FL09226,181,181
FL09227,148,148
FL09228,177,177
FL09229,189,189
FL09230,197,197
FL09231,141,141
FL09232,125,125
FL09233,145,145
FL09234,158,158
FL09235,131,131
FL09236,218,218
FL09237,133,133
FL09238,141,141
FL09239,170,170
FL09240,142,142
FL09241,167,167
FL09242,190,190
FL09243,169,169
FL09244,208,208
FL09245,132,132
FL09246,204,204
FL09247,129,129
FL09248,174,174
FL09249,128,128
FL09250,198,198
FL09251,171,171
FL09252,121,121
FL09253,144,144
FL09254,132,132
FL09255,217,217
FL09256,170,170
FL09257,177,177
FL09258,153,153
FL09259,154,154
FL09260,122,122
FL09261,178,178
FL09262,189,189
FL09263,167,167
FL09264,183,183
FL09265,138,138
FL09266,186,186
FL09267,201,201
FL09268,192,192
FL09269,195,195
FL09270,124,124
FL09271,186,186
FL09272,130,130
FL09273,213,213
FL09274,187,187
FL09275,188,188
FL09276,120,120
FL09277,210,210
FL09278,211,211
FL09279,182,182
FL09280,148,148
FL09281,201,201
FL09282,131,131
FL09283,196,196
FL09284,160,160
FL09285,121,121
FL09286,156,156
FL09287,164,164
FL09288,199,199
FL09289,167,167
FL09290,143,143
FL09291,218,218
FL09292,141,141
FL09293,219,219
FL09294,130,130
FL09295,177,177
FL09296,165,165
FL09297,148,148
FL09298,154,154
FL09299,134,134
FL09300,179,179
FL09301,214,214
FL09302,161,161
FL09303,162,162
FL09304,199,199
FL09305,193,193
FL09306,168,168
FL09307,183,183
FL09308,151,151
FL09309,183,183
FL09310,121,121
FL09311,143,143
FL09312,206,206
FL09313,185,185
FL09314,157,157
FL09315,150,150
FL09316,145,145
